text,tonality
"Мефистофель - грозный дух противоречия. У Марло - прислужник Люцифера. У Гете - сам Люцифер. У Манна - мелкий плут и проказник. Или предатель. Но книга не о дьяволе. О человеке. Актере Хендрике Хефгене. Вроде бы талантливом. Но ""продавшем"" душу фашизму. И проигравшем ""битву за бессмертие"". Выбравшем рай земной и вечное забвение. ""Мефистофель. История одной карьеры"". Карьера актера - жизнь на сцене. Хефген поднимается на вершину III Рейха. Хотя уже знает, что - ""мертв"". ""И по лестнице тел пополз к небесам, но упал и свернул себе шею"". ""Мефистофель"" лишен обреченности ""Трех товарищей"" или ""Черного обелиска"" Ремарка. Его трагизм в другом. Хендрик такой, каким сам захотел быть. Он ответственен за собственную судьбу. Сам ее выбрал. И проиграл. Компромисс между искусством и совестью невозможен. ""Все персонажи этой книги представляют типы, а не портреты"". Но Манн лукавит. Это скорее импрессионизм, нежели символизм. ХотявЂ¦ ""Мефистофель"" - мелкий дух и легкая книга. Легкая, но умная. Изящная. Ненавязчивая, напоминающая в этом Милана Кундеру. Однако они разные. Изображая пошлость, он не становится пошлым. Одно, два слова разбивает ореол лидеров нацизма. И все это легко и непринужденно. Сын Томаса Манна встал на одну ступень с отцом. Но кто из них кем гордился?",8
"Действительно наивно. Если бы роман был картиной, был бы неопримитивизм. Восхищает, что наивный, упрощенный стиль соответствует содержанию. Отнюдь, однако, не наивному. ""Наивно. Супер."" - роман о мелочах жизни. Жизнь человека - это не глобальный масштаб. Это мелочи. Эрленд Лу смешивает множество философий. И создает свою. Не философию, но систему жизни одного человека. Если существует нечто, что человеку неподвластно, это снимает с него ответственность. Если добавить сартровскую идею заброшенности, человеку остается просто жить и получать от жизни удовольствие. Такой вот выход из жизненного кризиса. Именно от мелочей человек получает удовольствие. В мячике, велосипеде, доске-колотушке и есть смысл. Вопрос в том: вселенский смысл в мелочах? Или смысла не нужно вообще. Нужна только жизнь. И радость жизни.",7
"Скучно. Скучно читать первые пять страниц, а, может, десять, двадцать. Не раз я откладывал многие книги Джона Фаулза, потому что на первых страница мне становилось скучно. Так я все-таки прочитал ""Волхва"", ""Мантиссу"", ""Коллекционера"" и ""Червя"". И каждый раз был в восторге от прочитанного, но каждый раз откладывал книгу из-за ""скучного"" начала. Мне все чаще думается, что это своеобразная проверка. Игра на отсеивание плевел. И как всегда у романа сложная структура. Связующей нитью выступает ""реальное"" повествование, которое ведется в настоящем времени (больше похоже на сценарий). Оно занимает совершенно незначительную часть книги. Более того, повествователь не скрывает своего современного происхождения, поскольку зачастую комментирует и разъясняет обычаи того времени. Основная часть - это запись допросов, которые ведет Генри Аскью (фамилия переводится с английского как ""спрашиваю тебя"") в рамках расследования исчезновения ""Его Милости"" (эта часть больше похожа на пьесу). И другую часть составляют письма и отчеты того же Генри Аскью и иных лиц (больше похожи на рецензии на спектакли). Все действие происходит в 1736 году и все детали, как и в ""Любовнице французского лейтенанта"", у него прописаны очень скрупулезно. О чем, собственно, книга? ""Червь"" - это и детектив, и исторический роман, и постмодернистская игра. Правда, сказать так про романы Джона Фаулза - это общее место, поскольку таковы они все. Книга начинается тем, что пятеро спутников останавливаются в маленьком городишке. Их длительное путешествие подходит к концу. Но уже здесь начинается интрига, так как все путешественники - не те, за кого себя выдают. На этом и заканчиваетсяв. А дальше Генри Аскью ведет расследование исчезновения Его Милости (сына очень влиятельной особы) - того человека, который все это путешествие и организовал. Кто же были эти пятеро: мистер Бартоломью (Его Милость), мистер Браун (Фрэнсис Лейси), Луиза (Фанни, Ребекка Ли), Дик (Терлоу), Фартинг (Дэвид Джонс). Есть в книге ""Пролог"" и ""Эпилог"", где Джон Фаулз как бы объясняет и растолковывает своей роман. А на деле вЂ“ это оказывается еще одним уровнем игры. ""Слово ""Maggot"", означает ""червь, личинка"", которая со временем должна преобразиться в крылатое существо. Всякий сочиненный текст вЂ“ такая личинка; по крайней мере, так хотелось бы думать сочинителю. Прежде это слово имело еще одно, почти забытое сейчас значение: ""прихоть, фантазия"". И, собственно, так и воспринимается текст - с каждым новым допросом червь все больше превращается в бабочку. А ""Эпилоге"" нам открывается, что бабочкой-то была основательница секты шейкеров Анна Ли - и именно ей посвящен роман. Вернее, не ей, а утраченному духу, доблести и воображении, которые заключало в себе слово Матери Анны Ли. Об утраченной, почти божественной ""фантазии"". Но по прошествии времени, начинаешь понимать, что ""Эпилог"" - это такая же часть романа, как и пресловутые допросы Генри Аскью. Картина, которая нам открывается с каждой страницей, к середине книги все больше детализируется, мы начинаем верить в нее, но к концу книги она превращается в фантазию, и мы уже не знаем, где правда. Почему Джон Фаулз дает два диаметрально противоположных описания финальных событий, тем более что эти различные взгляды предоставляет нам один и тот же человек, но при различных обстоятельствах? Однако предоставляет нам не верить ни в одну из вероятных концовок книги, но создать свою. Ведь реальность нам открывается в книге, исходя из ответа на вопрос ""зачем"". После книг Джона Фаулза остается столько вопросов, что порой больше не хочется брать в руки его романы. Жаль только, что мы пытаемся разгадать сюжетные загадки, но не замечаем ""вечных"" вопросов, ради которых и писалась книга, которые заставляют нас мыслить. Ведь ""Червь"" - это просто роман о рождении человека, физическом, духовном, эмоциональном, интеллектуальном. Фантазия о черве и бабочке.",8
Отличный трэш! Практически все книги данной серии рекомендуются к прочтению.,8
"Очень нежная, очень женская книга. Но мужчинам вроде тоже нравится :) Такая правильная книга про жизнь, про отношения, про одиночество... про то, как же все-таки ПРОСТО БЫТЬ ВМЕСТЕ...",9
"Главная книга короткой и славной эпохи семидесятых -- времени перед крутым переломом, времени, когда еще было время думать и чувствовать, когда люди пили не только для того, чтобы забыть, но и для того, чтобы помнить",10
"Превосходный стеб. Читал давно, сейчас перечитывал. Понравилось очень.",10
от книги ожидала большего! больше откровений... а тут история эпохи... скушно...,4
"В общем не плохо, читается легко и достаточно интересно",8
"Бегбедер не скрывает своих чувств, и именно эта авторская честность - злейшая из всех правд - делает ""Windows on thw World"" такой пронзительной. Однако автора интересует не столько голый драматизм (хотя он признается, что использует трагедию одиннадцатого сентября как литературный костыль), сколько куда более серьезные вопросы: как такое могло случится? Кто виноват в этом? Что происходило во время этого? Как после этого жить дальше?... Бегбедер бьет по самому больному, заставляет задавать самые неудобные вопросы - не только обществу, но и себе самому - и не получать на них ответа. Он пишет жестоко и, как и многие другие, говорит: это повторится. Это повторится, и потому читайте и страдайте, ведь вы живете в этом мире, а не каком-то другом. Вы живете в мире, где случилось одиннадцатое сентября. Прочитав, вы, наконец, составите хотя бы отдаленное представление о том, чем стало для всех нас одиннадцатое сентября, и только один вопрос будет неотступно преследовать, едва вы вспомните книгу или просто взглянете на полку, где белеет ее корешок. Как жить дальше после того, что случилось?.. Бегбедер не дает ответа на этот вопрос.",10
"Небольшой романчик шестнадцатилетней французской школьницы попал мне в руки случайно пару лет назад. Я открывала его с мыслью о юношеских дневниках, порывистых и местами бессвязных, но пролистнув пару страниц, поняла, что немного ошиблась - то, что должно было бы быть рваным и отрывочным, оказалось стройным и структурированным, а драматично-надрывное - спокойным и размеренным... как дыхание. Брасм пишет от первого лица и делает это так естественно и ненадуманно, как если бы проговорила все повествование вслух - на одном дыхании. История слабой и инфантильной девочки, которая неожиданно оборачивается убийцей (я не раскрою тайны, сказав это, потому что с этого начнется книга, а к концу вы об этом благополучно забудете и удивитесь еще раз) изложена по пунктам, как школьное сочинение, от главы к главе ведя читателя по годам, событиям, мыслям. Этим, пожалуй, роман и талантлив - психологическая ситуация разыгрывается как по нотам, не оставтяя сомнений в развязке, но не давая поверить в нее до конца... Или до конца принять. ""Я дышу"", несомненно, продукт своего времени - антиценностный, аморальный, спокойно-жестокий. Анн-Софи Брасм не пытается кого-то шокировать, она просто описывает атмосферу вокруг себя и мысли, которые возникают в ней. Она пишет вымышленную историю, которая могла бы быть правдой - трагичной, но заурядной. Книга подкупает искренностью, с которой написана, и стилем, в котором не чувствуется натянутости или приторного привкуса второсортного постмодернизма. Спокойствие языка и глубина проработки характера - вот, пожалуй, те сильные стороны, которые могут привлечь читателя и приятно удивляют в контексте авторского возраста. Более добавить ничего не имею, тем более что книга невелика и прочтется, в хорошем темпе, за один вечер. Для кого-то это тоже плюс)",8
"Любопытная, но очень сложная с точки зрения языка книга. Понравится людям с воображением.",6
Отлично для своего жанра.,9
"Посредственно, утрированно и литературно безвкусно.",4
"Будет интересно для людей, интересующихся теорией манипуляций и уже прошедших уровень Дейла Карнеги.",8
"Очень едко и, несомненно, не без доли истины. Будет любопытно интересующимся политикой вообще и девяностыми в РФ в частности.",8
"Лучшая книга Кинга, imho. Очень страшная, очень затягивает...",10
Лучший любовный роман!,10
"Это та книга которую должен прочитать каждый человек в возрасте от 13 до 25 лет (позже, вряд ли покатит). Это лучший роман о взрослении и переходном возрасте. Книга универсальна, ведь во все времена подростки одинаковы.",10
это то что всегда повысит вам настроение и погрузит с головой в ленинград 80-х.,10
читать в купе с другими произведениями Довлатова и оценить весь масштаб таланта!,10
прочитать обязательно и посмеяться вместе с Довлатовым над его друзьями (или известными людьми).,10
"Рассказы Чехова гораздо лучше пьес Чехова! не верьте тому, что говорят в школе! Читайте рассказы. читайте сами и читайте детям (возрастных ограничений нет!)!",10
"Девочки которые не читали в детстве Крапивина это девочки со скучным детством, мальчики которые не читали в детстве Крапивина это неполноценные мальчики. В период от 12 до 15 лет я прочитала практически все что он написал! На это реально можно подсесть. это детский наркотик!",10
"Книга после которой сложно уснуть. Книга о том, что жизнь человека ничего не стоит...любого человека.",9
Книжка - однозначный шедевр. Смесь антиутопии и философской притчи. Мир абсурда и гротеска никого не оставит равнодушным. Всем очень рекомендую.,10
"Увлекательное чтение и очень, очень хороший язык П. Вайля - бесспорное достоинство книги. Но ее прочтение целиком вызывает какое-то стойкое отвращение и к героям, и к местам... Начисто лишенное тайны, рассмотренное под микроскопом этого псевдо-Санта Клауса, почему-то становится не интересным...",4
"Читал 5 раз и всё равно поражаюсь глубиной мысли, что там заложена",10
Самая потрясающая книга для меня!!!,10
мощная книга,9
"Читал не отрываясь, писатель умело играет с читателем.",9
"Много прекрасных фраз в книге, много добра....",10
Я просто в восторге от этого произведения и всё что касается Амбера)))),10
"Выходит так, что если бы не электронные библиотеки, я бы эту книгу ни за что не прочитала.. обидно было бы иметь за спиной пробел во всей истории и тем более пропустить захватывающую историю восстания на Техносе. Наряду с главной четверкой, святая Беатрис - самый колоритный и добротный персонаж саги",10
"конец истории... знаете, это действительно конец... и не ждите хэппи энда.. вам его не предоставят как всегда сильно, как всегда беспощадно к героям. герои перестают быть красивыми вывесками-картинками былых побед. они слабеют, опускают руки и становятся обычными людьми, страдающими от душевных болей",10
"Честно вам скажу: я еле дочитал. Начало хорошее, задумка оригинальна, но где-то к середине книги, понимаешь, что дочитать не сможешь: уж слишком автор наворотил сюжет. Закрываешь книгу. Открываешь снова. Ибо интересно, как все это можно логично завершить. Уф. дочитал. А там еще и продолжение в четыре книги...",5
"Ну что могу сказать про книгу и вообще про всю серию? Читал первый раз в десять лет. Был в восторге. Второй раз читал в двадцать лет - смеялся и радовался как в десять. Полное погружение в особый мир, почище, чем когда читаешь Толкиена.",10
"НЕдетская книга про детей. Как и все у Крапивина. Местами о-очень пробирает. Книга о вере, преданности, мужестве, любви, ответственности, бесстрашии и самоотверженности - обо всем том, что осталось только у детей.",10
Это лучшая книга Перумова. Проглотил за три часа,8
П,2
"Странное переплетение образов и судеб... Воспоминания о том, какая разная бывает любовь в разном восприятии... Все хочется попробовать, почувствовать. Одна из редких для меня книг, когда фразки вырываются и начинают жизнь вместе с тобой. В этом романе еще одна интересная особенность: не только герои живые, живые пронзительно, до удивления, город, в котором они живут, тоже - герой, тоже имеет свое некое бытие, вовлекая их и заставляя любить... Такого Сан-Франциско я никогда не могла представить...",8
"детективчик, весьма неплохой, где все постоянно бухают.",7
"Отличная книга, первая в серии про ведьм. Две бабки и девица непрерывно жгут на протяжении всего опуса)) Пратчетта определённо стоит читать!",9
ИМХО самая лучшая книга про ведьм.,10
"Я осилил только половину книги. Темы в книжке поднимаются безусловно очень серьезные. Но продираться через занудный косноязычный слог русского перевода невыносимо. Мне показалось, что переводчик плохо представляет некоторые реалии Турции и не может подобрать адекватный русский перевод тем реалиям о которых он таки знает.",5
"Очень интересная историческая книга. Я после прочтения заново открыл для себя тему ВВ2. Благо сейчас вышло огромное количество книг авторов и с той стороны линии фронта. Их нужно читать. Я ничего кроме официальной советской точки зрения на ВОВ раньше и не видел. При этом не все мемуары ""с той стороны"" написаны с таким же литературным качество. Я читал Папена ""Вице-Канцлер III рейха"". Читать можно, но слишком много места посвящено самооправданиям.",9
"Замечательная книга. Это конечно не документальнео повествование, но даже и в таком виде книжка способна дать представление о том на что был похож Берлин в 45 году. Я бы сказал, что это хороший детектив с раскрытием темы военных преступлений и вопроса об этичности сотрудничества с бывшими нациками. Кэнон похоже специализируется на теме военных 40-х годов. Не знаю вышли ли уже эти книги на русском, но их тоже стоит прочесть - Los Аlamos шпионский роман на фоне американского атомного проекта. Alibi - детектив на фоне послевоенной Венеции где одни очень хорошо помнят оккупацию, а другие хотят забыть те времена поскорее.",10
"Как интересно начинается этот роман! Я даже не могла предположить чем он может закончится! Мистика и загадки, как же я это люблю!!! Первая треть книги читается на одном дыхании - динамичное развитие сюжета и легкий стиль написания не дают оторваться от произведения. Но дальше повествование намного упрощается - появляются нереальные, абсурдно описанные сцены, пальба и куча трупов. Становится невообразимо скучно и неинтересно. Дочитала с трудом - просто хотелось узнать чем же наконец закончится эта нелепая книга...",5
"Внимание! Если книга перевернет всю вашу жизнь, не говорите, что вас не предупреждали!  Эта фраза привлекла меня, и я купила эту книгу, отправляясь в отпуск. Нельзя конечно утверждать, что отпуск был испорчен, но наверное что-то вроде этого. Непонятно ЧТО хотел сказать автор этой книгой. Наверное он является скрытым садо-мазохистом, который пытается оправдать свои комплексы, осуждая героев книги занимающихся этим...безобразием. ""Эротические"", если так можно сказать, сцены, это описания жестокости, насилия, морального и физического унижения. Ничего философского, способного ""перевернуть жизнь"" нет и впомине. Есть лишь мерзкое ощущение того, что эту гадость печатают и продают...",1
фильм небось все смотрели? прочитайте первоисточник - не пожалеете!,10
"Отличный роман. Отлично написан. Несколько смущает только момент раздирания мертвых тел в конце книги, это кажется излишним, нереальным в отношении всего остального и слишком вырывается из в целом очень гармоничного и связного повествования. Хотя вполне понятно, зачем этот момент вообще существует. Как сказал Сарт: ад - это другие. А рай у Гарленда превращается в ад только тем, что люди всеми силами пытаются сохранить его для себя. Они теряют все человеческое в себе, все доброе, ради одной эгоистической цели.",9
"Интересно. Для тех, кто в эмоциях не знает вобще никаких границ :) Кажется, что и сама все это знала давно, но прочитала эту книгу, и что-то изменилось. Написано безумно понятно. Видимо, потому, что одна из соавторов - писатель. Очень просто, без пафоса и ""гламурных"" советов.",9
Все так хрупко и беззащитно. Как тончайший фарфор. Жестокосердным не рекомендуется.,9
Книга похожа на пародию. Альтернативная реальность в которой Колумб не открыл Америку(Химерику) и в 20м веке всё ещё ездят/плавают на угле/пару.. Одна Клара Мракс и мраксисты чего стоят. Будет продолжение книги. Будем ждать. Главный герой напомнил Фандорина и не зря наверное..,8
"Прежде чем написать кислотный роман «Страх и отвращение в Лас-Вегасе», Хантер Томпсон был журналистом – хочется думать, что таким же, как герой «Ромового дневника» Пол Кемп. Именно его образ – главное в этом романе, а вовсе не сюжет, который развивается со скрипом, как проворачивающееся в песке колесо машины. Кемп - бродяга-журналист за тридцать, уставший от беспорядочных скитаний, мечущийся между бунтарством и желанием покоя и запивающий галлонами рома невозможность что-либо изменить. Увлекаясь по инерции каждой новой идеей, он на самом деле никуда не хочет двигаться: «В глубине души мне не хотелось ничего, кроме чистой постели, светлой комнаты и чего-то устойчивого, что можно называть своим, хотя бы до тех пор, пока я сам от этого не устану». Но ведь все равно же когда-нибудь устанет – и осознание этого заставляет пытаться крутиться дальше. Крутятся и все окружающие Кемпа – такие же, как он, журналисты без дома и семей: не то отбросы общества, пессимисты и алкоголики, не то последние бунтари Америки, насквозь проспиртованные романтикой полуночных баров. Настроением этого романа легко проникнуться, ведь мы все в этой лодке: «Мы все проходим по одним и тем же проклятым местам, занимаемся одной и той же чертовщиной, которой люди уже пятьдесят лет маются, и все ожидаем, что вот-вот что-то случится». И ничего никогда не случается. Адски жарит солнце, пуэрториканцы устраивают жуткие свары на улицах, закончившие колледж белые девушки прилетают из Нью-Йорка и сливаются с природой в первобытном экстазе, но потом грустнеют и улетают назад; люди уезжают и возвращаются, Европа, Южная Америка, Куба, Сан-Хуан, - «лишь названия на карте», и где бы ты ни оказался, ты возьмешь с собой себя. «Я бунтарь, я не прогибаюсь... где же моя награда?», - вопрошает один из героев книги; к четвертому десятку («Мне кажется, что мне сто лет») бунтари начинают понимать, что награды нет и, кажется, не будет – фирма лопнула, деньги никто не вернет. Тогда только и остается, что пытаться уловить что-то в воздухе настоящего – напиться на карнавале, попробовать найти жилье, от которого, по крайней мере, не будет тошнить, вытянуться во весь рост на кровати, пока девушка, напевая, готовит тебе завтрак, и почувствовать хотя бы в течение пары секунд неожиданное спокойствие. Спокойствие, которого ты и хочешь, и боишься: то ли оно значит остановку и забвение, то ли – счастье и конец пути. Может, это и есть награда – а может, все-таки нет, и она еще ждет впереди. Но идти становится уже не так тяжело.",9
"Борис Виан – французский мистификатор и провокатор, угощавший читателей то американизированным псевдорасистским романом («У всех мертвых одинаковая кожа»), то трогательной и проникновенной сюрреалистической историей любви – «Пеной дней». Герои Колен (классическое имя во французских пасторалях XVIII века) и Хлоя (по имени героини знаменитого пасторального же романа Лонга) носят имена, более всего подходящие для буколической идиллии, - и поначалу они действительно живут в ней. Виан подбирает бытовые детали с удивительной тщательностью и неповторимым юмором, создавая образ идеально подогнанного мира, где все функционирует как следует, все яркое, блестящее, эксцентричное, - как сказали бы мы сегодня, гламурного мира. За счет чего существует этот мир и наши герои? За счет чужого труда тех людей, которые «глупые... поэтому и согласны с теми, кто им внушает, что нет ничего выше труда. Таким образом, они ни о чем не думают и не стараются освободиться от бремени такой работы...». Колен и Хлоя молоды, богаты и красивы; их любовь прекрасна, прекрасны и их чувства к друзьям - Шику, Николя и Ализе. Идеальные любовники, идеальные друзья, идеальный мир. Обычно романы заканчиваются свадьбой; сюжет же «Пены дней» после свадьбы главных героев лишь начинает развиваться. Это помпезное событие становится концом идиллии и началом открытия Колином и Хлоей мира настоящего, реального – как оказалось, гораздо менее приятного, чем тот, к которому они привыкли. Нет, это не имеет отношения к семейным склокам и «непреодолимым противоречиям»; разрушение начинается не изнутри, а снаружи, извне. Заболевает Хлоя, и постепенно начинает портиться и умирать все вокруг: уходит свет из квартиры, комнаты сжимаются, дорогие вещи становятся дешевыми, цветы засыхают и умирают, люди слабеют и бледнеют. Нимфея, притаившись в груди Хлои, убивает ее легкие одно за другим, Колен разрушает себя работой, которая не только мучит его, но и бессмысленна по своей сути, не принося никому в мире радости и удовлетворения. Яркая, звенящая жизнь превращается в мучительное существование – не по чьей-либо вине, а просто потому, что, видимо, так оно и бывает. И самое трогательное, самое поэтичное во всем этом – что любовь остается неизменной. Еле дышащие Клен и Хлоя ничуть не меньше любят друг друга, чем в начале, когда их жизнь сверкала всеми цветами солнечного спектра, и ради любви совершают удивительные и трагичные поступки. Как бы ни был испорчен ржавчиной и плесенью мир, в нем есть любовь, говорит нам Виан, - и разве это не прекрасно.",10
"Написанный от лица 11-тилетнего ребенка, этот роман, тем не менее, - взрослый практически до неприличия. Сыновняя любовь, больше похожая на клубок страсти и ненависти, кошмары спутанного сознания, обличение глупости светского общества, адюльтер и убийство – как вам набор тем для «воспоминаний о детстве»? О да, это не Дэвид Копперфильд! Впрочем, обо всем по порядку. В отличие от классических романов воспитания, в «Дорогостоящей публике» показан процесс не формирования, а распада личности ребенка. Действие происходит в нескольких как две капли воды похожих друг на друга пригородах, где респектабельные семьи воспитывают своих детей, - за безупречными фасадами одноэтажной Америки. Оутс сатирически изображает привилегированные частные школы и их воспитанников – юных алкоголиков и неудачников, порой вынужденных заботиться о собственных родителях. Герой книги – Ричард Эверетт, юный недолюбленный отпрыск писательницы и бизнесмена, - шпионит за родителями, потому что как же тогда он сможет узнать их? И правда, ведь здесь никто не знает друг друга по-настоящему. В мире «Дорогостоящей публики» правит подмена, обман, фарс: красивая женщина в парикмахерской снимает парик и тут же становится уродливой старухой, ограбление банка оказывается репетицией для телевидения, погибшую таксу Ричарда тут же заменяют другой, а когда и та внезапно погибает под грузовиком – то еще одной, уже даже не заботясь о внешнем сходстве. Червоточины в райских яблоках Фернвуда не дают покоя, не только маленькому Ричарду, но и его матери Наде (удивительным образом Оутс считает это имя уменьшительным от русского «Наташа»; впрочем, не будем придираться) – впрочем, в отличие от сына, она пытается скрыть правду от себя самой. Умной и тонкой женщине скучно в ограниченном обществе соседей, но вместе с тем она, бог знает почему, влюблена в светскую жизнь, в дешевую яркость всех этих коктейлей и ужинов. «Мать моя глупой женщиной не являлась, однако по какой-то, я так и не узнаю, по какой, причине она чаще всего вела себя глупо», - пишет о ней Ричард. Что бросается в глаза в романе «Дорогостоящая публика» - так это изысканный цинизм повествователя, издевка над читателями, персонажами, обществом, и более всего – над самим собой. Ричард беззастенчиво приводит список характерных черт своего же произведения, признаваясь, что основные приемы были почерпнуты им из журнала «Начинающий литератор», и пишет примерные рецензии на свою книгу, смешно и искусно пародируя литературных критиков из «Таймс» и «Обсервера». Оутс исподтишка посмеивается над идеями психоанализа, полового воспитания, бизнесменами, любителями литературы (Нада спорит со своим любовником, является ли ее муж «диккенсовским» или «прустовским» типом)... Так и хочется воскликнуть: «Ничего святого!» - и это будет правдой. Ни-че-го. А книга – прекрасная.",10
